id,price_usd
2316505,165423.481254
2320880,198785.527147
2321742,216718.430634
2276796,56171.7487871
2330364,67038.2374549
2309731,43034.7735218
2314741,224663.350573
2272025,21743.6006701
2265257,168821.834619
2312864,355296.944395
2284231,69576.8791161
2322887,158326.816635
2274219,158029.593319
2284306,44046.9434646
2272022,19918.3809862
2242949,22491.9068996
2331386,22491.9068996
2281398,116672.004972
2289737,27224.5449818
2279980,48639.3349578
2281377,102998.39336
2272919,286348.205616
2283012,155260.304517
2298151,70673.8308854
2284447,77851.705898
2280034,40725.2862895
2281373,219758.250252
2283449,42979.0096412
2283451,24686.1872901
2283317,101681.869919
2281899,66763.2920037
2283308,57695.0658047
2294427,28490.5818061
2329600,64934.1058713
2308034,63494.1112178
2282207,66904.4525643
2329601,64934.1058713
2274266,113300.169945
2281375,154568.276148
2279909,61087.0573753
2283021,102998.39336
2328448,50337.4840887
2284049,56167.9830619
2285868,54648.3894001
2272371,56138.7379252
2308033,63494.1112178
2271002,107493.977575
2281697,66763.2920037
2283634,41362.4717871
2303746,75623.4436909
2282114,86065.7527544
2272453,70462.5010251
2283889,44046.9434646
2281376,155260.304517
2302439,165423.481254
2283020,102998.39336
2239446,38881.949794
2312120,170128.726753
2330403,38881.949794
2300029,39516.9625151
2327288,35088.7793834
2300307,53637.8581807
2285332,66763.2920037
2285833,68923.3741597
2311918,60451.6000537
2308600,73465.5345775
2308636,83345.4434167
2272557,61394.6279928
2283066,37703.2314219
2313282,140496.408645
2284027,39493.8947558
2281514,44993.6002269
2281453,57505.49629
2284028,49604.1646297
2305912,59841.6089092
2282359,169069.267403
2282464,58335.5208439
2282434,42186.0488403
2281638,66174.3491259
2282449,42186.0488403
2283375,122818.244665
2282459,58335.5208439
2282435,58335.5208439
2282460,42186.0488403
2282465,58335.5208439
2281639,66174.3491259
2282430,58335.5208439
2282441,58335.5208439
2283376,77048.2321742
2282448,42186.0488403
2282458,58335.5208439
2282461,42186.0488403
2283377,77048.2321742
2282429,58335.5208439
2282446,58335.5208439
2282462,58335.5208439
2282443,42186.0488403
2282447,58335.5208439
2282442,42186.0488403
2282436,58335.5208439
2282428,58335.5208439
2282463,58335.5208439
2282432,58335.5208439
2282437,58335.5208439
2282440,58335.5208439
2282439,42186.0488403
2281635,66174.3491259
2282453,58335.5208439
2277318,94809.4321945
2282467,42186.0488403
2282454,42186.0488403
2277317,94809.4321945
2282444,58335.5208439
2277316,94809.4321945
2282452,58335.5208439
2282438,42186.0488403
2282416,58335.5208439
2282455,42186.0488403
2277315,94809.4321945
2281636,66174.3491259
2282469,58335.5208439
2282450,58335.5208439
2282431,58335.5208439
2282445,58335.5208439
2281637,66174.3491259
2282433,58335.5208439
2277312,94809.4321945
2282456,58335.5208439
2281634,66174.3491259
2277313,94809.4321945
2277314,94809.4321945
2282457,58335.5208439
2282466,42186.0488403
2282451,58335.5208439
2281633,66174.3491259
2282394,94809.4321945
2282719,113611.656365
2294606,60560.7706258
2285366,46600.2590803
2314883,46848.1484235
2272413,81580.4434279
2282230,46848.1484235
2264162,153695.22098
2281409,170128.726753
2282830,51334.4583249
2316483,165423.481254
2294603,60560.7706258
2294605,60560.7706258
2277345,59363.9754503
2283644,71518.1564678
2281156,36979.9412795
2272439,75360.3799615
2268201,79557.8234249
2277321,46600.2590803
2283395,146833.194745
2265672,87864.4428399
2270516,117899.885834
2284026,44425.1090282
2283287,61434.1890818
2307883,83272.0503909
2294421,42935.1037177
